date,meal_type,category,item_name,price,quantity,payment_method,server
2024-01-02,Dinner,Dessert,Soda,38.48,2,Cash,Bob
2024-01-03,Breakfast,Appetizer,Coffee,46.18,3,Card,Diana
2024-01-03,Lunch,Main Course,Ice Cream,34.71,1,Cash,Diana
2024-01-03,Breakfast,Dessert,Steak,32.53,3,Mobile,Diana
2024-01-03,Lunch,Beverage,Burger,39.1,1,Cash,Bob
2024-01-03,Breakfast,Dessert,Pancakes,19.01,2,Cash,Diana
2024-01-03,Lunch,Main Course,Steak,26.31,1,Card,Bob
2024-01-03,Breakfast,Dessert,Coffee,32.71,1,Card,Diana
2024-01-03,Dinner,Main Course,Coffee,47.0,1,Cash,Alice
2024-01-03,Dinner,Main Course,Pancakes,44.02,3,Card,Charlie
2024-01-03,Breakfast,Appetizer,Burger,41.93,3,Cash,Alice
2024-01-03,Lunch,Dessert,Soda,17.33,3,Card,Bob
2024-01-03,Breakfast,Dessert,Omelette,35.74,1,Card,Diana
2024-01-03,Breakfast,Main Course,Coffee,6.05,2,Mobile,Alice
2024-01-03,Dinner,Beverage,Coffee,36.35,1,Mobile,Alice
2024-01-03,Breakfast,Appetizer,Ice Cream,29.66,1,Cash,Diana
2024-01-03,Dinner,Appetizer,Burger,23.57,2,Cash,Charlie
2024-01-03,Dinner,Main Course,Steak,15.74,3,Cash,Charlie
2024-01-03,Breakfast,Dessert,Ice Cream,22.0,1,Card,Diana
2024-01-03,Breakfast,Main Course,Juice,9.5,1,Cash,Charlie
2024-01-03,Breakfast,Dessert,Soda,47.75,3,Card,Charlie
2024-01-03,Breakfast,Appetizer,Burger,32.11,3,Cash,Diana
2024-01-03,Breakfast,Dessert,Ice Cream,10.11,1,Card,Bob
2024-01-03,Dinner,Main Course,Coffee,24.87,3,Cash,Charlie
2024-01-03,Dinner,Main Course,Soda,35.96,2,Cash,Alice
2024-01-03,Lunch,Dessert,Cake,8.27,2,Mobile,Bob
2024-01-03,Lunch,Appetizer,Steak,15.5,1,Cash,Bob
2024-01-03,Breakfast,Dessert,Soup,49.37,2,Mobile,Charlie
2024-01-03,Breakfast,Beverage,Pasta,36.73,2,Card,Charlie
2024-01-04,Lunch,Dessert,Omelette,26.09,2,Cash,Charlie
2024-01-04,Breakfast,Dessert,Pancakes,35.65,2,Cash,Charlie
2024-01-04,Breakfast,Appetizer,Cake,28.78,1,Card,Bob
2024-01-04,Breakfast,Beverage,Steak,6.95,1,Mobile,Diana
2024-01-04,Breakfast,Beverage,Burger,36.29,1,Card,Charlie
2024-01-04,Breakfast,Appetizer,Pancakes,33.24,2,Mobile,Diana
2024-01-04,Dinner,Appetizer,Juice,17.64,2,Cash,Diana
2024-01-04,Lunch,Beverage,Salad,25.87,2,Card,Diana
2024-01-04,Breakfast,Appetizer,Salad,49.38,2,Mobile,Alice
2024-01-04,Breakfast,Appetizer,Steak,41.62,1,Cash,Bob
2024-01-04,Dinner,Appetizer,Pasta,47.74,1,Mobile,Alice
2024-01-04,Lunch,Main Course,Cake,44.45,3,Cash,Alice
2024-01-04,Dinner,Beverage,Pancakes,39.99,2,Mobile,Alice
2024-01-04,Dinner,Appetizer,Coffee,22.14,2,Mobile,Charlie
2024-01-04,Breakfast,Appetizer,Pancakes,26.09,3,Mobile,Alice
2024-01-04,Breakfast,Beverage,Soup,43.91,1,Cash,Charlie
2024-01-04,Breakfast,Main Course,Burger,29.99,1,Cash,Alice
2024-01-04,Lunch,Main Course,Burger,16.13,2,Cash,Bob
2024-01-04,Breakfast,Dessert,Salad,15.29,1,Card,Diana
2024-01-04,Dinner,Beverage,Soup,35.22,2,Card,Bob
2024-01-04,Dinner,Dessert,Omelette,43.35,2,Cash,Bob
2024-01-04,Lunch,Dessert,Ice Cream,31.55,3,Mobile,Charlie
2024-01-04,Dinner,Appetizer,Steak,33.77,3,Mobile,Charlie
2024-01-04,Lunch,Beverage,Soda,49.12,2,Card,Bob
2024-01-04,Lunch,Dessert,Juice,9.1,2,Cash,Bob
2024-01-04,Breakfast,Beverage,Soda,18.41,2,Mobile,Alice
2024-01-05,Breakfast,Beverage,Coffee,46.7,2,Cash,Diana
2024-01-05,Breakfast,Main Course,Pasta,27.17,1,Card,Charlie
2024-01-05,Dinner,Beverage,Juice,8.41,1,Mobile,Charlie
2024-01-05,Dinner,Dessert,Pasta,36.4,1,Mobile,Diana
2024-01-05,Dinner,Dessert,Omelette,32.09,3,Mobile,Alice
2024-01-05,Breakfast,Main Course,Soda,20.64,2,Cash,Bob
2024-01-05,Breakfast,Appetizer,Ice Cream,21.02,2,Card,Alice
2024-01-05,Lunch,Main Course,Juice,6.77,1,Mobile,Alice
2024-01-05,Lunch,Dessert,Cake,44.31,3,Cash,Alice
2024-01-05,Lunch,Beverage,Pancakes,8.8,3,Cash,Diana
2024-01-05,Dinner,Dessert,Cake,26.8,2,Mobile,Bob
2024-01-05,Lunch,Appetizer,Coffee,6.65,3,Mobile,Charlie
2024-01-05,Dinner,Dessert,Juice,28.95,1,Card,Bob
2024-01-05,Lunch,Dessert,Burger,15.91,1,Mobile,Alice
2024-01-05,Lunch,Dessert,Ice Cream,42.83,2,Card,Bob
2024-01-05,Breakfast,Appetizer,Salad,26.33,2,Mobile,Alice
2024-01-05,Breakfast,Main Course,Salad,29.17,2,Mobile,Diana
2024-01-05,Breakfast,Beverage,Burger,22.04,1,Card,Diana
2024-01-05,Lunch,Beverage,Omelette,16.0,3,Cash,Bob
2024-01-05,Breakfast,Appetizer,Pancakes,5.34,1,Card,Bob
2024-01-05,Dinner,Beverage,Salad,43.29,2,Card,Bob
2024-01-05,Dinner,Beverage,Soup,42.9,3,Mobile,Charlie
2024-01-05,Breakfast,Beverage,Cake,10.04,2,Mobile,Diana
2024-01-05,Dinner,Main Course,Pasta,16.61,2,Mobile,Bob
2024-01-06,Dinner,Dessert,Cake,26.45,1,Cash,Bob
2024-01-06,Lunch,Main Course,Salad,24.14,1,Cash,Diana
2024-01-06,Dinner,Appetizer,Coffee,39.55,2,Cash,Bob
2024-01-06,Dinner,Dessert,Salad,19.43,3,Cash,Bob
2024-01-06,Lunch,Beverage,Coffee,29.69,2,Card,Alice
2024-01-06,Lunch,Beverage,Pancakes,11.25,1,Cash,Alice
2024-01-06,Dinner,Dessert,Cake,32.27,3,Card,Charlie
2024-01-06,Breakfast,Appetizer,Soda,48.43,2,Cash,Diana
2024-01-06,Dinner,Appetizer,Omelette,13.16,3,Cash,Diana
2024-01-06,Lunch,Beverage,Cake,42.26,1,Card,Diana
2024-01-06,Lunch,Dessert,Steak,13.39,3,Mobile,Bob
2024-01-06,Lunch,Main Course,Salad,19.23,2,Cash,Bob
2024-01-06,Dinner,Beverage,Burger,33.08,1,Mobile,Charlie
2024-01-06,Dinner,Appetizer,Ice Cream,20.99,3,Mobile,Bob
2024-01-06,Lunch,Appetizer,Cake,15.31,3,Mobile,Bob
2024-01-06,Lunch,Dessert,Soup,37.87,2,Mobile,Charlie
2024-01-06,Breakfast,Appetizer,Salad,38.37,3,Cash,Bob
2024-01-06,Breakfast,Appetizer,Steak,40.04,1,Card,Diana
2024-01-06,Lunch,Main Course,Coffee,27.23,2,Cash,Bob
2024-01-06,Lunch,Appetizer,Salad,25.57,3,Cash,Diana
2024-01-06,Breakfast,Appetizer,Salad,37.5,2,Mobile,Charlie
2024-01-07,Dinner,Beverage,Salad,37.23,3,Cash,Diana
2024-01-07,Dinner,Main Course,Coffee,20.41,2,Mobile,Charlie
2024-01-07,Lunch,Main Course,Juice,11.9,1,Card,Bob
2024-01-07,Breakfast,Appetizer,Cake,44.25,1,Cash,Diana
2024-01-07,Dinner,Main Course,Pancakes,30.93,2,Cash,Bob
2024-01-07,Dinner,Appetizer,Cake,42.82,3,Mobile,Alice
2024-01-07,Lunch,Appetizer,Steak,12.45,2,Mobile,Alice
2024-01-07,Breakfast,Dessert,Pasta,28.35,3,Cash,Charlie
2024-01-07,Breakfast,Appetizer,Ice Cream,14.25,1,Cash,Bob
2024-01-07,Breakfast,Dessert,Salad,29.18,3,Card,Bob
2024-01-07,Dinner,Main Course,Juice,38.19,1,Mobile,Charlie
2024-01-07,Dinner,Dessert,Pasta,12.94,3,Card,Alice
2024-01-07,Breakfast,Appetizer,Juice,33.45,2,Cash,Alice
2024-01-07,Dinner,Appetizer,Salad,25.65,2,Card,Diana
2024-01-07,Dinner,Appetizer,Cake,27.6,1,Cash,Bob
2024-01-07,Dinner,Dessert,Juice,40.99,2,Card,Alice
2024-01-07,Breakfast,Appetizer,Cake,31.44,1,Card,Charlie
2024-01-07,Dinner,Main Course,Omelette,29.05,1,Card,Bob
2024-01-07,Lunch,Dessert,Salad,13.19,1,Mobile,Charlie
2024-01-07,Dinner,Beverage,Coffee,17.18,2,Card,Diana
2024-01-07,Breakfast,Dessert,Soup,12.03,2,Mobile,Alice
2024-01-07,Breakfast,Appetizer,Soup,16.42,3,Mobile,Charlie
2024-01-07,Breakfast,Beverage,Pasta,20.27,1,Mobile,Charlie
2024-01-07,Breakfast,Beverage,Cake,9.47,2,Card,Charlie
2024-01-07,Breakfast,Main Course,Steak,23.29,3,Card,Charlie
2024-01-07,Lunch,Dessert,Pancakes,14.35,3,Cash,Charlie
2024-01-07,Breakfast,Beverage,Omelette,45.17,3,Cash,Diana
2024-01-07,Dinner,Main Course,Omelette,21.34,3,Cash,Alice
2024-01-07,Lunch,Beverage,Ice Cream,24.63,3,Card,Bob
2024-01-07,Breakfast,Main Course,Cake,49.34,3,Cash,Bob
2024-01-07,Dinner,Appetizer,Ice Cream,29.37,1,Cash,Charlie
2024-01-07,Breakfast,Main Course,Pasta,42.57,2,Card,Alice
2024-01-07,Breakfast,Main Course,Soup,35.74,2,Card,Diana
2024-01-07,Breakfast,Main Course,Salad,27.41,2,Cash,Alice
2024-01-07,Breakfast,Main Course,Coffee,37.41,1,Card,Bob
2024-01-07,Breakfast,Dessert,Ice Cream,16.99,3,Card,Diana
2024-01-07,Breakfast,Appetizer,Steak,12.89,1,Cash,Bob
2024-01-07,Breakfast,Beverage,Coffee,23.99,2,Card,Charlie
2024-01-08,Dinner,Appetizer,Salad,39.69,1,Cash,Charlie
2024-01-08,Dinner,Beverage,Salad,37.36,3,Mobile,Bob
2024-01-08,Lunch,Dessert,Cake,47.16,1,Cash,Bob
2024-01-08,Dinner,Beverage,Burger,31.78,3,Cash,Bob
2024-01-08,Dinner,Appetizer,Juice,20.04,2,Card,Alice
2024-01-08,Breakfast,Appetizer,Cake,37.77,1,Cash,Charlie
2024-01-08,Lunch,Appetizer,Soup,8.42,2,Cash,Diana
2024-01-08,Dinner,Main Course,Pasta,31.56,3,Cash,Diana
2024-01-08,Dinner,Dessert,Pancakes,11.16,2,Cash,Charlie
2024-01-08,Breakfast,Dessert,Soda,29.39,3,Mobile,Alice
2024-01-08,Breakfast,Dessert,Steak,36.15,2,Cash,Bob
2024-01-08,Breakfast,Beverage,Juice,49.45,1,Card,Charlie
2024-01-08,Lunch,Beverage,Soup,49.97,2,Cash,Bob
2024-01-08,Lunch,Dessert,Steak,37.9,3,Card,Charlie
2024-01-08,Dinner,Appetizer,Omelette,38.53,3,Mobile,Bob
2024-01-08,Dinner,Main Course,Soup,6.67,3,Mobile,Diana
2024-01-08,Breakfast,Main Course,Burger,36.33,2,Mobile,Charlie
2024-01-08,Dinner,Dessert,Cake,29.28,1,Card,Alice
2024-01-08,Breakfast,Main Course,Pancakes,44.87,2,Card,Bob
2024-01-08,Dinner,Dessert,Coffee,49.57,3,Mobile,Alice
2024-01-09,Lunch,Beverage,Burger,8.15,2,Cash,Bob
2024-01-09,Breakfast,Appetizer,Steak,26.59,3,Cash,Bob
2024-01-09,Lunch,Appetizer,Soup,28.51,1,Card,Alice
2024-01-09,Dinner,Appetizer,Cake,17.93,2,Card,Alice
2024-01-09,Breakfast,Beverage,Pancakes,45.97,3,Cash,Charlie
2024-01-09,Breakfast,Appetizer,Cake,10.6,3,Card,Alice
2024-01-09,Breakfast,Appetizer,Juice,31.48,3,Mobile,Bob
2024-01-09,Dinner,Main Course,Omelette,12.52,3,Cash,Charlie
2024-01-09,Lunch,Appetizer,Burger,28.07,2,Mobile,Bob
2024-01-09,Breakfast,Main Course,Ice Cream,13.39,3,Card,Alice
2024-01-09,Breakfast,Main Course,Soup,44.77,3,Card,Alice
2024-01-09,Breakfast,Dessert,Coffee,28.19,2,Card,Alice
2024-01-09,Dinner,Beverage,Burger,15.1,1,Mobile,Alice
2024-01-09,Breakfast,Beverage,Steak,9.12,1,Mobile,Charlie
2024-01-09,Breakfast,Appetizer,Burger,48.0,2,Cash,Charlie
2024-01-09,Breakfast,Appetizer,Juice,8.91,3,Card,Diana
2024-01-09,Dinner,Appetizer,Coffee,28.97,1,Cash,Diana
2024-01-09,Breakfast,Appetizer,Pancakes,7.77,1,Card,Alice
2024-01-09,Dinner,Main Course,Burger,20.65,2,Mobile,Alice
2024-01-09,Breakfast,Appetizer,Pasta,28.46,1,Mobile,Charlie
2024-01-09,Breakfast,Appetizer,Juice,15.74,1,Card,Diana
2024-01-09,Dinner,Dessert,Pasta,13.51,1,Mobile,Alice
2024-01-09,Lunch,Appetizer,Burger,44.56,2,Card,Diana
2024-01-09,Dinner,Appetizer,Soup,12.23,2,Card,Alice
2024-01-09,Breakfast,Beverage,Soup,13.69,1,Card,Charlie
2024-01-09,Breakfast,Appetizer,Pancakes,10.21,2,Cash,Charlie
2024-01-09,Lunch,Dessert,Soup,29.36,2,Mobile,Diana
2024-01-09,Dinner,Main Course,Steak,9.61,2,Mobile,Diana
2024-01-09,Breakfast,Beverage,Pasta,36.89,2,Cash,Bob
2024-01-09,Lunch,Beverage,Juice,43.36,2,Mobile,Alice
2024-01-09,Dinner,Dessert,Salad,39.12,3,Cash,Charlie
2024-01-09,Breakfast,Main Course,Burger,16.36,3,Card,Bob
2024-01-10,Lunch,Appetizer,Salad,24.18,1,Cash,Charlie
2024-01-10,Dinner,Dessert,Juice,14.93,2,Mobile,Bob
2024-01-10,Lunch,Dessert,Juice,44.06,2,Cash,Alice
2024-01-10,Dinner,Beverage,Steak,33.73,2,Mobile,Alice
2024-01-10,Breakfast,Dessert,Juice,23.42,2,Mobile,Bob
2024-01-10,Breakfast,Dessert,Pancakes,34.33,2,Mobile,Diana
2024-01-10,Dinner,Beverage,Soda,13.35,1,Cash,Alice
2024-01-10,Dinner,Dessert,Omelette,39.25,3,Cash,Diana
2024-01-10,Breakfast,Beverage,Soda,48.54,2,Mobile,Alice
2024-01-10,Lunch,Main Course,Soup,10.63,1,Card,Diana
2024-01-10,Breakfast,Beverage,Pasta,31.19,1,Card,Diana
2024-01-10,Dinner,Beverage,Pancakes,5.52,2,Card,Diana
2024-01-10,Lunch,Main Course,Pasta,18.12,1,Cash,Alice
2024-01-10,Lunch,Appetizer,Cake,37.59,3,Cash,Alice
2024-01-10,Breakfast,Main Course,Pasta,32.82,1,Card,Diana
2024-01-10,Lunch,Beverage,Pancakes,28.3,1,Cash,Alice
2024-01-10,Lunch,Appetizer,Salad,21.1,3,Card,Bob
2024-01-10,Dinner,Main Course,Coffee,41.03,2,Card,Charlie
2024-01-10,Breakfast,Beverage,Juice,10.59,3,Card,Alice
2024-01-10,Lunch,Appetizer,Soup,32.58,1,Card,Diana
2024-01-10,Lunch,Beverage,Salad,20.28,3,Mobile,Charlie
2024-01-10,Dinner,Beverage,Salad,31.89,2,Card,Charlie
2024-01-10,Dinner,Dessert,Ice Cream,12.38,2,Mobile,Bob
2024-01-10,Lunch,Beverage,Soup,34.26,1,Cash,Charlie
2024-01-10,Lunch,Dessert,Soup,26.16,1,Cash,Charlie
2024-01-10,Breakfast,Dessert,Burger,12.28,2,Card,Charlie
2024-01-10,Lunch,Appetizer,Cake,48.87,3,Card,Charlie
2024-01-10,Dinner,Appetizer,Pasta,6.38,1,Mobile,Diana
2024-01-10,Breakfast,Main Course,Steak,37.72,1,Cash,Diana
2024-01-10,Lunch,Beverage,Soda,6.8,1,Mobile,Diana
2024-01-10,Breakfast,Beverage,Coffee,37.64,2,Mobile,Bob
2024-01-10,Lunch,Dessert,Coffee,49.65,2,Card,Alice
2024-01-10,Dinner,Appetizer,Omelette,33.42,3,Cash,Charlie
2024-01-11,Lunch,Dessert,Coffee,15.69,2,Card,Charlie
2024-01-11,Breakfast,Appetizer,Pasta,27.15,2,Card,Diana
2024-01-11,Breakfast,Dessert,Cake,31.07,2,Mobile,Bob
2024-01-11,Breakfast,Dessert,Ice Cream,48.62,2,Mobile,Alice
2024-01-11,Breakfast,Dessert,Pancakes,39.81,1,Mobile,Charlie
2024-01-11,Dinner,Dessert,Coffee,8.31,2,Card,Alice
2024-01-11,Lunch,Beverage,Ice Cream,24.39,3,Cash,Alice
2024-01-11,Lunch,Beverage,Soda,6.65,1,Mobile,Alice
2024-01-11,Breakfast,Appetizer,Pancakes,36.74,3,Mobile,Bob
2024-01-11,Dinner,Appetizer,Salad,17.14,2,Cash,Charlie
2024-01-11,Breakfast,Beverage,Coffee,6.77,3,Mobile,Bob
2024-01-11,Breakfast,Appetizer,Juice,19.23,1,Mobile,Bob
2024-01-11,Lunch,Beverage,Steak,26.6,3,Mobile,Bob
2024-01-11,Lunch,Appetizer,Omelette,48.79,3,Mobile,Diana
2024-01-11,Dinner,Dessert,Omelette,20.42,2,Mobile,Diana
2024-01-11,Lunch,Appetizer,Salad,36.71,2,Mobile,Diana
2024-01-11,Lunch,Appetizer,Pancakes,37.89,1,Card,Alice
2024-01-11,Dinner,Main Course,Omelette,34.77,3,Card,Charlie
2024-01-11,Lunch,Main Course,Omelette,15.99,2,Mobile,Diana
2024-01-11,Breakfast,Beverage,Juice,46.89,2,Cash,Alice
2024-01-11,Dinner,Dessert,Steak,35.01,1,Card,Bob
2024-01-11,Lunch,Main Course,Pasta,19.32,1,Cash,Alice
2024-01-11,Breakfast,Appetizer,Steak,30.52,1,Mobile,Diana
2024-01-11,Lunch,Appetizer,Pasta,19.72,2,Mobile,Bob
2024-01-11,Lunch,Main Course,Ice Cream,19.27,1,Mobile,Alice
2024-01-11,Lunch,Main Course,Soup,5.26,3,Cash,Diana
2024-01-11,Lunch,Dessert,Steak,22.12,1,Cash,Alice
2024-01-12,Breakfast,Dessert,Soda,5.66,3,Mobile,Diana
2024-01-12,Lunch,Main Course,Coffee,39.17,1,Mobile,Alice
2024-01-12,Lunch,Beverage,Omelette,26.56,1,Cash,Bob
2024-01-12,Breakfast,Beverage,Steak,22.95,1,Mobile,Diana
2024-01-12,Dinner,Dessert,Soup,41.58,2,Mobile,Charlie
2024-01-12,Breakfast,Appetizer,Soup,24.39,3,Cash,Diana
2024-01-12,Dinner,Appetizer,Salad,46.72,3,Cash,Alice
2024-01-12,Lunch,Dessert,Omelette,12.48,1,Card,Charlie
2024-01-12,Breakfast,Dessert,Soda,29.26,2,Card,Bob
2024-01-12,Lunch,Appetizer,Salad,42.04,2,Mobile,Charlie
2024-01-12,Dinner,Beverage,Coffee,40.99,3,Mobile,Charlie
2024-01-12,Breakfast,Main Course,Coffee,46.3,2,Mobile,Bob
2024-01-12,Breakfast,Beverage,Cake,28.69,3,Mobile,Alice
2024-01-12,Dinner,Main Course,Pasta,28.18,1,Card,Alice
2024-01-12,Dinner,Main Course,Cake,23.5,1,Card,Diana
2024-01-12,Breakfast,Main Course,Juice,40.12,2,Mobile,Diana
2024-01-12,Dinner,Main Course,Ice Cream,9.3,2,Cash,Charlie
2024-01-12,Lunch,Appetizer,Pancakes,38.16,2,Cash,Charlie
2024-01-12,Breakfast,Appetizer,Pasta,6.06,3,Mobile,Diana
2024-01-12,Dinner,Beverage,Juice,15.44,2,Cash,Alice
2024-01-12,Breakfast,Main Course,Ice Cream,49.45,3,Mobile,Alice
2024-01-12,Lunch,Dessert,Coffee,24.27,3,Cash,Alice
2024-01-12,Dinner,Dessert,Cake,10.78,3,Card,Bob
2024-01-12,Lunch,Beverage,Soup,39.77,1,Cash,Diana
2024-01-12,Dinner,Appetizer,Cake,21.51,2,Cash,Charlie
2024-01-12,Breakfast,Appetizer,Soda,8.04,1,Mobile,Diana
2024-01-12,Breakfast,Beverage,Pasta,31.68,3,Card,Diana
2024-01-12,Breakfast,Main Course,Burger,13.56,2,Mobile,Diana
2024-01-12,Lunch,Main Course,Pancakes,49.8,3,Card,Diana
2024-01-12,Lunch,Beverage,Coffee,48.09,1,Cash,Charlie
2024-01-12,Dinner,Appetizer,Soup,29.11,2,Card,Alice
2024-01-12,Dinner,Beverage,Soda,20.64,3,Card,Alice
2024-01-12,Dinner,Beverage,Burger,11.86,1,Cash,Alice
2024-01-12,Lunch,Appetizer,Salad,33.06,2,Mobile,Diana
2024-01-12,Breakfast,Appetizer,Soda,40.19,2,Cash,Bob
2024-01-12,Breakfast,Dessert,Omelette,20.38,1,Cash,Bob
2024-01-13,Breakfast,Dessert,Burger,22.86,3,Card,Diana
2024-01-13,Lunch,Dessert,Pasta,46.37,3,Mobile,Bob
2024-01-13,Breakfast,Beverage,Coffee,27.55,1,Card,Bob
2024-01-13,Lunch,Appetizer,Burger,35.34,2,Card,Bob
2024-01-13,Lunch,Dessert,Soup,18.71,1,Mobile,Alice
2024-01-13,Dinner,Main Course,Juice,36.27,2,Card,Diana
2024-01-13,Lunch,Beverage,Coffee,42.01,1,Cash,Bob
2024-01-13,Breakfast,Beverage,Pancakes,32.28,2,Card,Alice
2024-01-13,Dinner,Dessert,Ice Cream,42.13,1,Cash,Bob
2024-01-13,Breakfast,Main Course,Salad,11.08,1,Cash,Charlie
2024-01-13,Lunch,Beverage,Omelette,17.5,3,Card,Diana
2024-01-13,Breakfast,Dessert,Omelette,34.26,3,Mobile,Charlie
2024-01-13,Breakfast,Dessert,Omelette,25.69,2,Card,Charlie
2024-01-13,Lunch,Appetizer,Cake,18.38,3,Mobile,Alice
2024-01-13,Dinner,Appetizer,Ice Cream,40.22,2,Mobile,Charlie
2024-01-13,Breakfast,Beverage,Salad,49.85,1,Cash,Charlie
2024-01-13,Breakfast,Beverage,Salad,28.72,3,Card,Charlie
2024-01-13,Breakfast,Beverage,Burger,21.55,2,Card,Charlie
2024-01-13,Breakfast,Appetizer,Pasta,48.37,3,Card,Bob
2024-01-13,Dinner,Appetizer,Pasta,40.57,1,Card,Charlie
2024-01-13,Lunch,Beverage,Soup,32.85,1,Cash,Bob
2024-01-13,Lunch,Appetizer,Steak,13.95,1,Cash,Diana
2024-01-13,Breakfast,Dessert,Pancakes,29.66,3,Cash,Diana
2024-01-13,Dinner,Appetizer,Coffee,10.72,2,Card,Diana
2024-01-13,Dinner,Appetizer,Salad,43.68,2,Cash,Bob
2024-01-13,Breakfast,Appetizer,Ice Cream,9.6,1,Cash,Alice
2024-01-13,Lunch,Beverage,Pancakes,42.84,2,Cash,Diana
2024-01-13,Dinner,Dessert,Omelette,22.39,2,Cash,Charlie
2024-01-14,Dinner,Beverage,Burger,9.76,1,Mobile,Alice
2024-01-14,Breakfast,Beverage,Ice Cream,38.58,1,Cash,Charlie
2024-01-14,Dinner,Beverage,Pancakes,48.04,1,Card,Charlie
